experiment,replicate,date,tme,ph,ec,tds,water_temp,date_1,tme_1,rh%,air_temp,co2
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,18:00:00,55.89,27.21,437.82
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,19:00:00,56.21,27.44,439.35
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,20:00:00,57.32,26.25,441.12
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,21:00:00,58.36,25.36,444.84
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,22:00:00,59.09,24.51,446.55
Experiment 3,Replicate 1 T1,,,,,,,2024-05-31,23:00:00,59.7,23.7,447.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,00:00:00,60.36,23.15,449.42
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,01:00:00,61.01,22.76,449.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,02:00:00,61.82,22.41,450.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,03:00:00,62.58,22.15,454.39
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,04:00:00,63.35,21.88,459.57
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,05:00:00,63.71,21.45,469.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,06:00:00,63.83,22.06,482.2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,07:00:00,62.08,25.74,488.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,08:00:00,58.59,27.26,471.73
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,09:00:00,56.23,27.62,455.44
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,10:00:00,55.12,25.61,447.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,11:00:00,53.89,26.22,445.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,12:00:00,52.61,26.87,443.47
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,13:00:00,52.13,27.55,439.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,14:00:00,52.24,26.44,435.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,15:00:00,52.96,25.97,434.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,16:00:00,54.15,24.85,431.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,17:00:00,55.29,24.19,432.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,18:00:00,55.08,26.51,439.17
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,19:00:00,55.2,28.31,440.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,20:00:00,56.11,27.18,442.95
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,21:00:00,57.17,26.45,443.3
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,22:00:00,57.72,25.69,445.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-01,23:00:00,58.19,25.03,445.13
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,00:00:00,59.08,24.23,445.29
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,01:00:00,59.9,23.57,447.89
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,02:00:00,60.35,23.24,443.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,03:00:00,60.21,23.09,446.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,04:00:00,60.07,22.75,443.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,05:00:00,60.33,22.26,444.02
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,06:00:00,60.44,23.24,451.5
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,07:00:00,57.5,26.83,453.71
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,08:00:00,55.98,27.78,448.04
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,09:00:00,54.42,27.8,442.44
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,10:00:00,53.4,25.74,434.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,11:00:00,52.84,25.68,433.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,12:00:00,52.0,27.43,433.01
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,13:00:00,51.81,27.76,430.32
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,14:00:00,52.37,27.15,428.84
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,15:00:00,53.38,26.18,425.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,16:00:00,54.87,24.87,424.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,17:00:00,55.32,25.8,424.15
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,18:00:00,55.04,27.99,427.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,19:00:00,55.62,27.7,428.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,20:00:00,57.44,25.97,428.74
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,21:00:00,58.91,24.85,434.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,22:00:00,59.84,24.22,443.14
Experiment 3,Replicate 1 T1,,,,,,,2024-06-02,23:00:00,61.12,23.7,445.13
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,00:00:00,62.52,23.12,454.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,01:00:00,63.69,22.74,464.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,02:00:00,64.53,22.42,468.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,03:00:00,65.29,22.04,468.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,04:00:00,65.59,21.54,472.28
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,05:00:00,65.96,21.39,476.96
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,06:00:00,66.62,22.66,481.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,07:00:00,65.73,25.81,477.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,08:00:00,64.23,25.07,466.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,09:00:00,63.02,25.17,456.35
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,10:00:00,61.07,26.29,454.3
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,11:00:00,59.02,27.52,444.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,12:00:00,57.15,27.72,436.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,13:00:00,56.18,27.88,429.22
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,14:00:00,56.33,27.66,428.32
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,15:00:00,57.03,26.56,428.81
Experiment 3,Replicate 1 T1,,,,,,,2024-06-03,16:00:00,58.01,25.51,429.3
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,17:00:00,59.42,25.33,429.64
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,18:00:00,60.62,23.93,427.33
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,19:00:00,61.02,25.88,429.66
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,20:00:00,61.08,28.05,436.62
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,21:00:00,62.29,27.24,443.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,22:00:00,63.35,26.28,450.36
Experiment 3,Replicate 1 T1,,,,,,,2024-06-04,23:00:00,64.59,25.27,455.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,00:00:00,66.1,24.67,457.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,01:00:00,67.34,24.13,458.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,02:00:00,67.94,23.56,470.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,03:00:00,68.65,22.9,476.83
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,04:00:00,68.81,22.37,495.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,05:00:00,69.02,21.99,513.85
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,06:00:00,69.7,22.94,524.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,07:00:00,68.24,25.35,518.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,08:00:00,67.69,24.16,478.23
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,09:00:00,65.71,26.12,472.55
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,10:00:00,62.71,27.69,463.83
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,11:00:00,60.76,28.48,457.38
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,12:00:00,58.81,29.23,461.05
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,13:00:00,57.95,29.3,448.11
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,14:00:00,57.67,29.22,439.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,15:00:00,58.19,28.26,435.19
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,16:00:00,59.37,27.56,434.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,17:00:00,60.95,25.94,434.99
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,18:00:00,62.62,25.45,435.18
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,19:00:00,64.05,23.84,435.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,20:00:00,64.86,24.53,440.21
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,21:00:00,64.34,26.54,448.04
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,22:00:00,65.62,25.2,458.12
Experiment 3,Replicate 1 T1,,,,,,,2024-06-05,23:00:00,66.42,24.51,475.28
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,00:00:00,67.26,24.19,481.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,01:00:00,68.22,23.52,487.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,02:00:00,68.94,22.88,503.21
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,03:00:00,69.43,22.62,517.17
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,04:00:00,69.86,22.27,527.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,05:00:00,70.14,21.9,537.2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,06:00:00,70.29,22.66,551.48
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,07:00:00,68.64,25.92,541.84
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,08:00:00,67.65,24.9,502.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,09:00:00,65.47,26.82,481.82
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,10:00:00,62.39,28.11,465.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,11:00:00,60.19,28.63,457.56
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,12:00:00,57.96,29.92,452.92
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,13:00:00,56.76,30.21,448.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,14:00:00,56.48,29.85,440.08
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,15:00:00,57.07,28.91,433.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-06,16:00:00,58.26,27.96,428.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,01:00:00,61.35,25.7,463.66
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,02:00:00,62.25,24.5,495.92
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,03:00:00,62.69,24.03,497.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,04:00:00,63.41,23.46,490.53
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,05:00:00,64.01,22.83,506.13
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,06:00:00,65.1,23.95,515.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,07:00:00,62.77,27.39,504.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,08:00:00,58.86,30.69,475.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,09:00:00,57.24,30.32,459.21
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,10:00:00,57.47,28.68,448.84
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,11:00:00,55.85,29.06,443.2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,12:00:00,54.25,30.1,446.6
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,13:00:00,53.76,30.56,443.3
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,14:00:00,53.67,30.06,436.96
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,15:00:00,54.1,28.67,424.66
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,16:00:00,55.16,27.82,419.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,17:00:00,56.15,26.52,417.62
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,18:00:00,53.8,30.53,421.23
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,19:00:00,62.96,24.68,433.81
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,20:00:00,64.1,23.37,435.12
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,21:00:00,62.84,24.17,433.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,22:00:00,63.6,23.87,436.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-07,23:00:00,63.3,25.89,448.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,02:00:00,65.73,24.92,482.56
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,03:00:00,66.62,24.56,486.77
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,00:00:00,64.27,25.47,466.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,04:00:00,67.63,23.95,496.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,08:00:00,63.85,28.35,485.42
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,10:00:00,61.53,28.84,461.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,14:00:00,57.39,30.61,437.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,16:00:00,58.86,28.65,424.66
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,15:00:00,58.05,29.91,429.11
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,11:00:00,59.54,29.92,455.06
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,13:00:00,57.54,31.0,445.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,12:00:00,58.11,30.61,448.84
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,09:00:00,63.48,27.72,468.92
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,06:00:00,68.29,25.09,520.45
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,07:00:00,67.51,25.45,505.9
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,05:00:00,68.24,23.97,512.98
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,01:00:00,65.08,25.4,476.4
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,17:00:00,60.47,27.48,424.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,18:00:00,62.29,26.09,423.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,19:00:00,64.38,24.64,421.73
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,20:00:00,65.48,23.75,427.59
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,21:00:00,66.06,23.92,432.57
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,22:00:00,65.12,26.64,442.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-08,23:00:00,66.11,26.16,446.55
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,00:00:00,67.26,25.52,451.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,01:00:00,68.38,24.83,454.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,02:00:00,69.84,24.28,456.5
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,03:00:00,69.91,23.97,462.85
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,04:00:00,70.28,23.65,468.43
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,05:00:00,70.65,23.42,469.92
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,06:00:00,70.7,24.31,468.79
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,07:00:00,69.56,25.17,466.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,08:00:00,68.7,24.38,451.44
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,09:00:00,66.92,26.09,445.83
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,10:00:00,63.88,27.41,442.02
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,11:00:00,61.83,27.9,434.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,12:00:00,60.03,28.33,432.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,13:00:00,58.97,28.86,427.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,14:00:00,58.81,27.94,420.01
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,15:00:00,59.09,27.09,416.16
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,16:00:00,59.79,26.47,415.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,17:00:00,61.52,25.27,412.97
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,18:00:00,62.73,23.87,416.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,19:00:00,63.25,26.18,422.82
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,20:00:00,62.81,27.61,432.81
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,21:00:00,63.88,26.8,435.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,22:00:00,65.27,26.15,438.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-09,23:00:00,66.46,25.61,443.28
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,00:00:00,67.56,25.06,449.02
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,01:00:00,68.44,24.55,454.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,02:00:00,69.37,24.04,460.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,03:00:00,69.93,23.55,468.15
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,04:00:00,70.46,23.31,475.97
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,05:00:00,71.01,23.01,477.94
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,06:00:00,71.16,23.76,486.29
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,07:00:00,70.75,25.78,483.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,08:00:00,69.13,25.1,465.62
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,09:00:00,67.96,25.49,458.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,10:00:00,66.53,27.37,481.77
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,11:00:00,63.56,28.37,454.35
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,12:00:00,61.51,29.26,446.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,13:00:00,60.42,29.41,442.22
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,14:00:00,60.1,28.96,436.92
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,15:00:00,60.42,28.44,431.78
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,16:00:00,61.58,27.43,430.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,17:00:00,62.76,25.8,432.98
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,18:00:00,64.39,25.02,430.95
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,19:00:00,66.2,24.76,434.6
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,20:00:00,67.65,24.13,438.27
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,21:00:00,68.85,23.85,445.38
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,22:00:00,69.9,23.5,449.36
Experiment 3,Replicate 1 T1,,,,,,,2024-06-10,23:00:00,70.36,23.59,450.69
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,00:00:00,70.14,25.1,458.21
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,01:00:00,70.75,24.89,465.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,02:00:00,71.21,24.25,472.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,03:00:00,71.54,23.61,483.81
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,04:00:00,71.82,23.0,494.2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,05:00:00,72.06,22.87,502.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,06:00:00,72.14,23.74,504.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,07:00:00,71.04,25.05,495.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,08:00:00,70.0,24.75,476.4
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,09:00:00,68.06,26.0,465.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,10:00:00,65.37,26.88,458.04
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,11:00:00,63.18,27.9,449.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,12:00:00,61.21,28.76,446.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,13:00:00,60.1,28.39,439.16
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,14:00:00,59.55,27.27,430.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,15:00:00,59.93,26.77,425.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,16:00:00,60.67,25.46,429.07
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,17:00:00,62.08,24.9,427.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,18:00:00,63.72,24.42,427.38
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,19:00:00,65.47,23.8,432.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,20:00:00,65.99,25.22,439.27
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,21:00:00,65.72,26.58,444.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,22:00:00,66.5,25.73,447.39
Experiment 3,Replicate 1 T1,,,,,,,2024-06-11,23:00:00,67.29,25.02,446.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,00:00:00,68.32,24.66,451.32
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,01:00:00,69.01,23.8,453.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,02:00:00,69.82,22.86,460.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,03:00:00,70.24,22.21,478.84
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,04:00:00,70.23,21.94,494.32
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,05:00:00,70.77,21.88,496.97
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,06:00:00,70.85,22.86,503.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,07:00:00,69.44,25.27,496.99
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,08:00:00,68.4,24.26,469.22
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,09:00:00,66.7,25.13,456.11
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,10:00:00,63.9,26.44,450.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,11:00:00,61.84,26.91,442.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,12:00:00,59.57,27.93,442.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,13:00:00,58.22,28.31,438.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,14:00:00,58.12,28.01,430.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,15:00:00,58.49,27.31,426.88
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,16:00:00,59.82,26.61,421.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,17:00:00,61.16,25.33,419.55
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,18:00:00,62.73,24.36,420.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,19:00:00,64.3,24.67,428.85
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,20:00:00,66.3,24.95,434.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,21:00:00,67.64,23.57,434.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,22:00:00,68.2,24.12,438.91
Experiment 3,Replicate 1 T1,,,,,,,2024-06-12,23:00:00,67.95,25.32,445.22
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,00:00:00,68.59,24.61,452.36
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,01:00:00,69.41,24.31,461.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,02:00:00,70.32,23.94,470.06
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,03:00:00,70.88,23.53,471.96
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,04:00:00,71.43,23.18,476.5
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,05:00:00,71.79,22.96,482.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,06:00:00,72.21,23.87,479.15
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,07:00:00,71.13,25.18,473.78
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,08:00:00,70.18,25.43,459.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,09:00:00,67.33,26.06,454.52
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,10:00:00,64.0,27.83,449.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,11:00:00,61.38,28.97,442.79
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,12:00:00,58.83,29.85,444.22
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,13:00:00,57.47,30.15,440.13
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,14:00:00,57.17,30.33,437.98
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,15:00:00,58.05,29.64,429.33
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,16:00:00,59.29,28.85,423.94
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,17:00:00,60.62,27.29,418.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,18:00:00,62.29,25.98,416.33
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,19:00:00,64.17,25.68,420.16
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,20:00:00,65.62,24.83,424.73
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,21:00:00,67.23,24.79,431.24
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,22:00:00,68.55,24.08,434.47
Experiment 3,Replicate 1 T1,,,,,,,2024-06-13,23:00:00,68.65,23.21,439.88
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,00:00:00,68.64,25.01,450.62
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,01:00:00,68.74,24.92,460.28
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,02:00:00,69.54,24.49,464.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,03:00:00,70.46,24.52,467.47
